ID,TERYT,JEDNOSTKA TERYTORIALNA,GŁOSOWANIE PRZEZ PEŁNOMOCNIKA,GŁOSOWANIE NA PODSTAWIE ZAŚWIADCZENIA,GŁOS NIEWAŻNY,"""X"" OBOK KILKU KANDYDATÓW","""X"" OBOK ŻADNEGO KANDYDATA",KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,"LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",POLEXIT - KOALICJA,JEDNOŚĆ NARODU,PRAWO I SPRAWIEDLIWOŚĆ,RUCH PRAWDZIWA EUROPA - EUROPA CHRISTI,WIOSNA ROBERTA BIEDRONIA,KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,KUKIZ'15,POLSKA FAIR PLAY
24998,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
24999,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25000,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25001,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25002,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25003,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25004,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25005,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25006,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25007,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25008,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25009,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25010,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25011,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25012,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25013,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25014,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25015,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25016,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25017,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25018,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25019,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25020,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25021,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25022,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25023,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25024,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25025,20105,gm. Osiecznica,,,,,,,,,,1,,,,,
25026,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25027,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25028,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25029,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25030,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25031,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25032,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25033,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25034,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25035,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25036,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25037,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25038,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25039,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25040,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25041,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25042,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25043,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25044,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25045,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25046,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25047,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25048,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25049,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25050,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25051,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25052,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25053,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25054,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25055,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25056,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25057,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25058,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25059,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25060,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25061,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25062,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25063,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25064,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25065,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25066,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25067,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25068,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25069,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25070,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25071,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25072,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25073,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25074,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25075,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25076,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25077,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25078,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25079,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25080,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25081,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25082,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25083,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25084,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25085,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25086,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25087,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25088,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25089,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25090,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25091,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25092,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25093,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25094,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25095,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25096,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25097,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25098,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25099,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25100,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25101,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25102,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25103,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25104,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25105,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25106,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25107,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25108,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25109,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25110,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25111,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25112,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25113,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25114,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25115,20105,gm. Osiecznica,,1,,,,,,,,,,1,,,
25116,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25117,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25118,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25119,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25120,20105,gm. Osiecznica,,1,,,,,,,,,,1,,,
25121,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25122,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25123,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25124,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25125,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25126,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25127,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25128,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25129,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25130,20105,gm. Osiecznica,,1,,,,,,,,,,1,,,
25131,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25132,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25133,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25134,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25135,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25136,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25137,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25138,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25139,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25140,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25141,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25142,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25143,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25144,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25145,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25146,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25147,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25148,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25149,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25150,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25151,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25152,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25153,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25154,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25155,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25156,20105,gm. Osiecznica,,,,,,,,,,,,1,,,
25157,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25158,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25159,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25160,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25161,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25162,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25163,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25164,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25165,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25166,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25167,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25168,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25169,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25170,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25171,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25172,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25173,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25174,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25175,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25176,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25177,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25178,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25179,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25180,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25181,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25182,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25183,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25184,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25185,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25186,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25187,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25188,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25189,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25190,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25191,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25192,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25193,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25194,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25195,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25196,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25197,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25198,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25199,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25200,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25201,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25202,20105,gm. Osiecznica,,1,,,,,,,,,,,1,,
25203,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25204,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25205,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25206,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25207,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25208,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25209,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25210,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25211,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25212,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25213,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25214,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25215,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25216,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25217,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25218,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25219,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25220,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25221,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25222,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25223,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25224,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25225,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25226,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25227,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25228,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25229,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25230,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25231,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25232,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25233,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25234,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25235,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25236,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25237,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25238,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25239,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25240,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25241,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25242,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25243,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25244,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25245,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25246,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25247,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25248,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25249,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25250,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25251,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25252,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25253,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25254,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25255,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25256,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25257,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25258,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25259,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25260,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25261,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25262,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25263,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25264,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25265,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25266,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25267,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25268,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25269,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25270,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25271,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25272,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25273,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25274,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25275,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25276,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25277,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25278,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25279,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25280,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25281,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25282,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25283,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25284,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25285,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25286,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25287,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25288,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25289,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25290,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25291,20105,gm. Osiecznica,,,,,,,,,,,,,1,,
25292,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25293,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25294,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25295,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25296,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25297,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25298,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25299,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25300,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25301,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25302,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25303,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25304,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25305,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25306,20105,gm. Osiecznica,,1,,,,,,,,,,,,1,
25307,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25308,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25309,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25310,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25311,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25312,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25313,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25314,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25315,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25316,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25317,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25318,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25319,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25320,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25321,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25322,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25323,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25324,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25325,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25326,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25327,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25328,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25329,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25330,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25331,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25332,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25333,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25334,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25335,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25336,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25337,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25338,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25339,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25340,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25341,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25342,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25343,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25344,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25345,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25346,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25347,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25348,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25349,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25350,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25351,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25352,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25353,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25354,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25355,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25356,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25357,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25358,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25359,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25360,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25361,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25362,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25363,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25364,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25365,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25366,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25367,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25368,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25369,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25370,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25371,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25372,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25373,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25374,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25375,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25376,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25377,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25378,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25379,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25380,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25381,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25382,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25383,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25384,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25385,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25386,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25387,20105,gm. Osiecznica,,1,,,,,,,,,,,,1,
25388,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25389,20105,gm. Osiecznica,,,,,,,,,,,,,,1,
25390,20105,gm. Osiecznica,,1,,1,,,,,,,,,,1,
25391,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25392,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25393,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25394,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25395,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25396,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25397,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25398,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25399,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25400,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25401,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25402,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25403,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25404,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25405,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25406,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25407,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25408,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25409,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25410,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25411,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25412,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25413,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25414,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25415,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25416,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25417,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25418,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25419,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
25420,20105,gm. Osiecznica,,,1,,1,,,,,,,,,,
25421,20105,gm. Osiecznica,,,1,1,,,,,,,,,,,
