TERYT,Jednostka terytorialna,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,w tym umieszczonych w części A spisu wyborców,w tym umieszczonych w części B spisu wyborców,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania",w tym w części A spisu wyborców,w tym w części B spisu wyborców,Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,"Liczba wyborców, którym wysłano pakiety wyborcze",Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,w tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów,w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata,Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI - ZPOW-603-7/19,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS - ZPOW-603-4/19",KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA - ZPOW-603-14/19,KOMITET WYBORCZY JEDNOŚĆ NARODU - ZPOW-603-11/19,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-603-5/19,KOMITET WYBORCZY RUCH PRAWDZIWA EUROPA - EUROPA CHRISTI - ZPOW-603-9/19,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA - ZPOW-603-8/19,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY - ZPOW-603-3/19,KOMITET WYBORCZY WYBORCÓW KUKIZ'15 - ZPOW-603-1/19,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI - ZPOW-603-6/19
241301,m. Kalety,5370,7092,7092,0,2421,2949,2949,0,1,17,0,0,0,0,0,0,0,2949,0,0,2949,33,16,17,0,2916,1016,27,,,1468,,104,139,149,13
241302,m. Miasteczko Śląskie,4320,5758,5758,0,1930,2390,2390,0,7,10,0,0,0,0,0,0,0,2389,0,0,2389,14,6,8,0,2375,701,14,,,1365,,99,91,68,37
241303,m. Radzionków,10057,13129,13128,1,3825,6231,6230,1,8,11,1,1,0,0,0,0,1,6231,1,0,6231,44,23,21,0,6187,2241,49,,,2969,,306,311,232,79
241304,m. Tarnowskie Góry,37436,48251,48251,0,13873,23562,23562,0,13,86,1,1,0,0,0,0,1,23561,1,1,23560,166,82,84,0,23394,10662,222,,,8923,,1389,1046,849,303
241305,gm. Krupski Młyn,2020,2657,2657,0,839,1181,1181,0,4,3,0,0,0,0,0,0,0,1181,0,0,1181,12,6,6,0,1169,429,13,,,524,,83,67,48,5
241306,gm. Ożarowice,3570,4658,4657,1,1392,2178,2178,0,4,5,0,0,0,0,0,0,0,2178,0,0,2178,36,21,15,0,2142,776,38,,,989,,110,103,108,18
241307,gm. Świerklaniec,7351,9651,9651,0,3043,4308,4308,0,4,20,0,0,0,0,0,0,0,4307,0,0,4307,24,14,10,0,4283,1848,26,,,1844,,201,178,132,54
241308,gm. Tworóg,4960,6603,6603,0,2238,2722,2722,0,2,12,0,0,0,0,0,0,0,2722,0,0,2722,23,15,8,0,2699,935,13,,,1378,,130,118,87,38
241309,gm. Zbrosławice,9310,12335,12334,1,4613,4697,4696,1,2,9,0,0,0,0,0,0,0,4697,0,0,4697,54,34,20,0,4643,2063,48,,,1741,,267,258,200,66
241401,m. Bieruń,11496,15184,15184,0,4496,7000,7000,0,6,14,0,0,0,0,0,0,0,7000,0,0,7000,79,48,31,0,6921,1942,81,,,3919,,292,340,276,71
241402,m. Imielin,5325,7024,7024,0,1844,3481,3481,0,6,12,0,0,0,0,0,0,0,3481,0,0,3481,20,8,12,0,3461,1191,42,,,1723,,148,145,163,49
241403,m. Lędziny,9651,12739,12739,0,4018,5633,5633,0,3,7,0,0,0,0,0,0,0,5633,0,0,5633,42,25,17,0,5591,1365,56,,,3481,,197,226,204,62
241404,gm. Bojszowy,4600,6031,6031,0,1327,3273,3273,0,6,4,0,0,0,0,0,0,0,3273,0,1,3272,17,8,9,0,3255,756,21,,,2033,,121,156,130,38
241405,gm. Chełm Śląski,3695,4886,4886,0,1265,2430,2430,0,1,9,0,0,0,0,0,0,0,2430,0,0,2430,18,6,12,0,2412,687,32,,,1357,,88,109,112,27
241501,m. Pszów,8298,10909,10909,0,3901,4397,4397,0,9,12,0,0,0,0,0,0,0,4395,0,0,4395,35,24,11,0,4360,1292,39,,,2444,,186,200,161,38
241502,m. Radlin,10374,13608,13606,2,4422,5952,5951,1,4,13,0,0,0,0,0,0,0,5950,0,0,5950,48,25,23,0,5902,1987,70,,,2695,,373,250,453,74
241503,m. Rydułtowy,12524,16413,16413,0,5600,6924,6924,0,11,10,0,0,0,0,0,0,0,6923,0,1,6922,54,37,17,0,6868,2291,80,,,3451,,357,324,287,78
241504,m. Wodzisław Śląski,28656,37080,37080,0,11570,17086,17086,0,21,38,0,0,0,0,0,0,0,17086,0,1,17085,125,76,49,0,16960,5978,170,,,8251,,863,844,727,127
241505,gm. Godów,8211,10834,10834,0,3182,5029,5029,0,1,4,0,0,0,0,0,0,0,5029,0,0,5029,29,18,11,0,5000,1386,53,,,2817,,180,217,291,56
241506,gm. Gorzyce,12364,16314,16314,0,5475,6889,6889,0,4,10,0,0,0,0,0,0,0,6889,0,0,6889,59,33,26,0,6830,2058,64,,,3787,,240,314,289,78
241507,gm. Lubomia,4689,6227,6227,0,2440,2249,2249,0,1,3,0,0,0,0,0,0,0,2249,0,0,2249,20,12,8,0,2229,577,20,,,1370,,74,98,57,33
241508,gm. Marklowice,3200,4251,4251,0,1229,1971,1971,0,2,3,0,0,0,0,0,0,0,1970,0,0,1970,19,14,5,0,1951,510,13,,,1181,,89,63,83,12
241509,gm. Mszana,4459,5938,5938,0,1630,2829,2829,0,1,8,0,0,0,0,0,0,0,2829,0,0,2829,14,3,11,0,2815,527,14,,,1980,,56,90,119,29
241601,m. Poręba,5469,7158,7158,0,2402,3067,3067,0,11,14,0,0,0,0,0,0,0,3068,0,0,3068,32,22,10,0,3036,1339,28,,,1197,,209,138,78,47
241602,m. Zawiercie,30703,39894,39894,0,12965,17738,17738,0,9,49,4,4,0,0,0,0,4,17742,4,0,17742,159,86,73,0,17583,6897,231,,,7434,,1158,1054,616,193
241603,gm. Irządze,1660,2213,2213,0,721,939,939,0,0,10,0,0,0,0,0,0,0,939,0,0,939,13,7,6,0,926,140,7,,,688,,27,24,37,3
241604,gm. Kroczyce,3943,5244,5244,0,1732,2211,2211,0,0,37,0,0,0,0,0,0,0,2211,0,0,2211,28,17,11,0,2183,579,29,,,1314,,80,85,72,24
241605,gm. Łazy,9704,12807,12807,0,3973,5731,5731,0,7,29,1,1,1,0,0,0,0,5731,0,0,5731,50,34,16,0,5681,2061,82,,,2589,,372,273,235,69
241606,gm. Ogrodzieniec,5800,7645,7645,0,2328,3472,3472,0,2,47,0,0,0,0,0,0,0,3472,0,0,3472,20,9,11,0,3452,1107,27,,,1709,,160,342,79,28
241607,gm. Pilica,5420,7130,7130,0,2182,3238,3238,0,5,20,0,0,0,0,0,0,0,3238,0,0,3238,44,33,11,0,3194,706,23,,,2117,,93,142,94,19
241608,gm. Szczekociny,4969,6506,6506,0,2198,2771,2771,0,1,41,0,0,0,0,0,0,0,2769,0,0,2769,32,19,13,0,2737,572,41,,,1834,,89,88,92,21
241609,gm. Włodowice,3239,4309,4309,0,1341,1898,1898,0,0,21,0,0,0,0,0,0,0,1898,0,0,1898,16,7,9,0,1882,522,25,,,1075,,95,99,52,14
241610,gm. Żarnowiec,2860,3767,3767,0,1139,1721,1721,0,5,13,0,0,0,0,0,0,0,1721,0,0,1721,20,12,8,0,1701,272,15,,,1259,,42,52,53,8
241701,m. Żywiec,19166,24815,24815,0,7017,12149,12149,0,7,54,2,2,0,0,0,0,2,12148,2,0,12148,80,47,33,0,12068,4667,117,,,5390,,701,625,452,116
241702,gm. Czernichów,3984,5311,5311,0,1302,2682,2682,0,3,33,0,0,0,0,0,0,0,2682,0,0,2682,22,13,9,0,2660,677,19,,,1689,,80,103,73,19
241703,gm. Gilowice,3763,4895,4895,0,1531,2232,2232,0,3,26,0,0,0,0,0,0,0,2232,0,0,2232,16,8,8,0,2216,525,16,,,1410,,80,94,73,18
241704,gm. Jeleśnia,8131,10756,10756,0,3299,4832,4832,0,17,44,0,0,0,0,0,0,0,4831,0,0,4831,80,61,19,0,4751,998,31,,,3247,,135,167,149,24
241705,gm. Koszarawa,1540,2031,2030,1,620,920,919,1,4,13,0,0,0,0,0,0,0,920,0,0,920,13,7,6,0,907,144,7,,,660,,24,48,19,5
241706,gm. Lipowa,6411,8351,8351,0,2743,3668,3668,0,1,34,0,0,0,0,0,0,0,3668,0,0,3668,43,27,16,0,3625,1074,41,,,1987,,157,202,131,33
241707,gm. Łękawica,2731,3621,3621,0,1083,1648,1648,0,4,25,0,0,0,0,0,0,0,1648,0,0,1648,16,13,3,0,1632,336,8,,,1092,,57,54,67,18
241708,gm. Łodygowice,8595,11374,11374,0,2917,5678,5678,0,7,9,0,0,0,0,0,0,0,5676,0,1,5675,44,21,23,0,5631,1471,46,,,3209,,291,313,238,63
241709,gm. Milówka,6121,7992,7992,0,2628,3493,3493,0,3,52,0,0,0,0,0,0,0,3493,0,0,3493,38,24,14,0,3455,673,20,,,2399,,90,144,109,20
241710,gm. Radziechowy-Wieprz,7853,10329,10329,0,3221,4632,4632,0,8,26,0,0,0,0,0,0,0,4632,0,0,4632,62,38,24,0,4570,794,44,,,3191,,139,194,172,36
241711,gm. Rajcza,5565,7184,7184,0,2645,2920,2920,0,3,65,0,0,0,0,0,0,0,2920,0,0,2920,21,11,10,0,2899,694,25,,,1882,,80,106,96,16
241712,gm. Ślemień,2202,2886,2886,0,722,1480,1480,0,1,36,0,0,0,0,0,0,0,1480,0,0,1480,15,11,4,0,1465,284,9,,,1023,,34,63,47,5
241713,gm. Świnna,4900,6467,6467,0,1869,3031,3031,0,0,5,0,0,0,0,0,0,0,3031,0,0,3031,38,15,23,0,2993,740,23,,,1826,,123,137,115,29
241714,gm. Ujsoły,2740,3669,3669,0,1211,1529,1529,0,0,26,0,0,0,0,0,0,0,1529,0,0,1529,23,13,10,0,1506,365,7,,,996,,43,45,38,12
241715,gm. Węgierska Górka,9050,11888,11888,0,3374,5676,5676,0,6,36,0,0,0,0,0,0,0,5676,0,0,5676,48,29,19,0,5628,1284,41,,,3680,,137,291,164,31
246101,m. Bielsko-Biała,102266,132367,132360,7,32997,69262,69256,6,62,332,13,13,0,0,0,0,13,69260,13,2,69258,371,168,203,0,68887,30211,749,,,27477,,4124,3290,2436,600
246201,m. Bytom,92732,120226,120222,4,44604,48127,48124,3,39,112,4,4,0,0,0,0,4,48129,4,4,48125,410,230,180,0,47715,20134,655,,,18590,,3631,2418,1763,524
246301,m. Chorzów,62217,80196,80194,2,26385,35832,35832,0,47,94,5,5,0,0,0,0,5,35833,5,7,35826,313,164,149,0,35513,17808,448,,,11545,,2270,1662,1332,448
246401,m. Częstochowa,134184,175484,175482,2,47294,86888,86886,2,67,458,23,23,0,0,0,0,23,86892,23,3,86889,472,225,247,0,86417,38779,968,,,33997,,4532,3495,3417,1229
246501,m. Dąbrowa Górnicza,72420,94787,94786,1,28751,43669,43668,1,15,124,4,4,0,0,0,0,4,43661,4,1,43660,290,162,128,0,43370,19358,718,,,15724,,3778,1926,1396,470
246601,m. Gliwice,105039,137172,137169,3,36854,68185,68184,1,64,245,7,7,0,0,0,0,7,68185,7,3,68182,418,219,199,0,67764,34826,850,,,21790,,3843,3399,2318,738
246701,m. Jastrzębie-Zdrój,53056,68899,68899,0,22156,30900,30900,0,25,78,2,2,0,0,0,0,2,30902,2,0,30902,247,129,118,0,30655,9460,339,,,16427,,1395,1547,1244,243
246801,m. Jaworzno,54502,71533,71531,2,22737,31765,31764,1,41,86,8,8,0,0,0,0,8,31771,8,0,31771,227,137,90,0,31544,12416,441,,,13316,,1982,1632,1436,321
246901,m. Katowice,174742,226611,226596,15,55284,119447,119435,12,102,676,16,14,0,0,0,0,14,119431,13,8,119423,709,351,358,0,118714,59093,1495,,,39579,,7918,5386,3828,1415
247001,m. Mysłowice,43174,56325,56324,1,16899,26274,26273,1,19,40,0,0,0,0,0,0,0,26272,0,0,26272,171,94,77,0,26101,10591,302,,,11395,,1425,1234,854,300
247101,m. Piekary Śląskie,32712,42721,42721,0,13929,18783,18783,0,16,46,0,0,0,0,0,0,0,18783,0,1,18782,152,95,57,0,18630,7299,191,,,8602,,924,811,600,203
247201,m. Ruda Śląska,81268,105501,105498,3,36225,45043,45041,2,31,73,1,1,0,0,0,0,1,45038,1,2,45036,359,189,170,0,44677,17158,585,,,20178,,2369,1911,1903,573
247301,m. Rybnik,81127,105314,105312,2,32862,48265,48264,1,34,102,4,4,0,0,0,0,4,48267,4,0,48267,329,173,156,0,47938,17369,401,,,22102,,3137,2320,2153,456
247401,m. Siemianowice Śląskie,38800,50814,50814,0,14856,23943,23943,0,16,64,0,0,0,0,0,0,0,23943,0,2,23941,221,130,91,0,23720,11142,305,,,8365,,1631,1063,898,316
247501,m. Sosnowiec,122350,159790,159788,2,46571,75779,75777,2,43,174,15,15,0,2,0,0,13,75786,13,2,75784,474,252,222,0,75310,35405,1152,,,26361,,5926,3266,2322,878
247601,m. Świętochłowice,28688,37396,37395,1,13615,15073,15073,0,8,30,2,2,0,0,0,0,2,15074,2,0,15074,129,62,67,0,14945,6451,204,,,5909,,967,682,567,165
247701,m. Tychy,74467,97151,97141,10,25102,49365,49358,7,38,129,7,7,1,0,0,0,6,49368,6,1,49367,316,170,146,0,49051,20238,553,,,19908,,3450,2332,1960,610
247801,m. Zabrze,99070,128936,128936,0,50307,48763,48763,0,38,142,3,3,1,0,0,0,2,48760,2,1,48759,397,180,217,0,48362,21556,740,,,17942,,3002,2547,1945,630
247901,m. Żory,35432,46349,46347,2,14148,21284,21284,0,14,43,1,1,0,0,0,0,1,21283,1,6,21277,153,98,55,0,21124,7681,222,,,9903,,1225,995,901,197
260101,gm. Busko-Zdrój,21475,27504,27504,0,8570,12905,12905,0,5,724,1,1,0,0,0,0,1,12906,1,0,12906,67,39,28,0,12839,4465,88,23,,6985,,465,425,349,39
260102,gm. Gnojno,2811,3694,3694,0,1265,1546,1546,0,6,12,0,0,0,0,0,0,0,1546,0,0,1546,18,14,4,0,1528,246,16,5,,1174,,26,32,26,3
260103,gm. Nowy Korczyn,3816,5065,5065,0,1494,2321,2321,0,24,12,0,0,0,0,0,0,0,2322,0,0,2322,34,20,14,0,2288,847,4,1,,1303,,44,42,41,6
260104,gm. Pacanów,4992,6173,6173,0,2480,2512,2512,0,6,13,0,0,0,0,0,0,0,2512,0,0,2512,46,25,21,0,2466,586,5,9,,1707,,45,58,51,5
260105,gm. Solec-Zdrój,3269,4425,4424,1,1151,2118,2118,0,1,232,0,0,0,0,0,0,0,2118,0,0,2118,27,18,9,0,2091,659,12,9,,1269,,38,41,58,5
260106,gm. Stopnica,4731,6260,6260,0,2056,2675,2675,0,10,14,0,0,0,0,0,0,0,2675,0,0,2675,29,16,13,0,2646,610,13,3,,1841,,50,64,62,3
260107,gm. Tuczępy,2319,3066,3066,0,1034,1285,1285,0,2,0,0,0,0,0,0,0,0,1285,0,1,1284,19,15,4,0,1265,200,3,9,,967,,27,32,23,4
260108,gm. Wiślica,3508,4619,4619,0,1696,1812,1812,0,6,7,0,0,0,0,0,0,0,1812,0,0,1812,13,6,7,0,1799,389,6,8,,1295,,23,31,45,2
260201,gm. Imielno,2716,3616,3616,0,1266,1450,1450,0,2,27,0,0,0,0,0,0,0,1450,0,0,1450,30,21,9,0,1420,292,10,5,,1039,,23,19,26,6
260202,gm. Jędrzejów,17412,22624,22624,0,7222,10190,10190,0,7,49,0,0,0,0,0,0,0,10190,0,0,10190,107,67,40,0,10083,3068,70,24,,5871,,376,299,328,47
260203,gm. Małogoszcz,7078,9290,9290,0,3001,4077,4077,0,5,17,0,0,0,0,0,0,0,4076,0,0,4076,34,28,6,0,4042,650,18,3,,3064,,88,111,99,9
260204,gm. Nagłowice,3055,4027,4027,0,1387,1668,1668,0,5,14,0,0,0,0,0,0,0,1668,0,0,1668,19,8,11,0,1649,324,11,5,,1169,,39,55,44,2
260205,gm. Oksa,2900,3802,3802,0,1205,1695,1695,0,4,13,0,0,0,0,0,0,0,1695,0,0,1695,15,10,5,0,1680,344,2,3,,1232,,19,38,40,2
260206,gm. Sędziszów,7817,10283,10283,0,3439,4378,4378,0,4,26,0,0,0,0,0,0,0,4378,0,1,4377,51,37,14,0,4326,1129,24,6,,2785,,128,115,129,10
260207,gm. Słupia (Jędrzejowska),2708,3545,3545,0,1338,1370,1370,0,4,9,0,0,0,0,0,0,0,1370,0,0,1370,10,8,2,0,1360,268,3,3,,988,,37,26,34,1
260208,gm. Sobków,5185,6850,6850,0,2135,3050,3050,0,5,12,0,0,0,0,0,0,0,3050,0,0,3050,30,15,15,0,3020,565,19,6,,2147,,79,115,80,9
260209,gm. Wodzisław,4480,5890,5890,0,1898,2582,2582,0,8,22,0,0,0,0,0,0,0,2582,0,0,2582,29,17,12,0,2553,530,16,6,,1792,,64,58,72,15
260301,gm. Bejsce,2610,3404,3404,0,1422,1188,1188,0,3,13,0,0,0,0,0,0,0,1188,0,0,1188,16,14,2,0,1172,317,6,3,,740,,19,31,53,3
260302,gm. Czarnocin,2478,3233,3233,0,1205,1273,1273,0,0,1,0,0,0,0,0,0,0,1273,0,0,1273,21,10,11,0,1252,322,7,2,,846,,16,27,28,4
260303,gm. Kazimierza Wielka,10238,13383,13383,0,5003,5235,5235,0,4,19,1,1,0,0,0,0,1,5236,1,0,5236,62,44,18,0,5174,1457,23,10,,3196,,121,126,225,16
260304,gm. Opatowiec,2238,3038,3038,0,1115,1123,1123,0,1,9,0,0,0,0,0,0,0,1123,0,1,1122,11,9,2,0,1111,390,4,1,,624,,26,43,20,3
260305,gm. Skalbmierz,4090,5351,5351,0,2065,2025,2025,0,5,2,0,0,0,0,0,0,0,2025,0,0,2025,21,12,9,0,2004,407,6,4,,1445,,37,42,62,1
260401,gm. Bieliny,6136,8117,8115,2,2503,3633,3633,0,5,15,0,0,0,0,0,0,0,3633,0,0,3633,29,17,12,0,3604,557,6,5,,2699,,69,151,85,32
260402,gm. Bodzentyn,7086,9339,9338,1,3264,3822,3822,0,7,24,0,0,0,0,0,0,0,3822,0,0,3822,52,37,15,0,3770,887,12,8,,2528,,74,146,101,14
260403,gm. Chęciny,9583,12400,12399,1,3898,5685,5685,0,1,15,0,0,0,0,0,0,0,5683,0,0,5683,56,41,15,0,5627,1405,41,11,,3536,,145,271,189,29
260404,gm. Chmielnik,7019,9076,9076,0,3036,3983,3983,0,5,14,0,0,0,0,0,0,0,3982,0,0,3982,46,31,15,0,3936,840,25,6,,2694,,80,149,124,18
260405,gm. Daleszyce,9658,12613,12613,0,4272,5386,5386,0,5,18,0,0,0,0,0,0,0,5384,0,0,5384,63,46,17,0,5321,1281,16,4,,3465,,90,268,179,18
260406,gm. Górno,8561,11286,11284,2,3250,5311,5311,0,0,13,0,0,0,0,0,0,0,5311,0,0,5311,44,25,19,0,5267,988,19,8,,3705,,120,252,150,25
260407,gm. Łagów,4249,5582,5582,0,1991,2258,2258,0,7,6,0,0,0,0,0,0,0,2257,0,0,2257,29,21,8,0,2228,324,12,8,,1720,,24,78,54,8
260408,gm. Łopuszno,5572,7320,7320,0,2042,3530,3530,0,18,8,0,0,0,0,0,0,0,3530,0,0,3530,24,18,6,0,3506,666,18,0,,2508,,58,134,109,13
260409,gm. Masłów,6630,8730,8730,0,2429,4201,4201,0,0,16,0,0,0,0,0,0,0,4201,0,0,4201,29,21,8,0,4172,1333,26,7,,2339,,144,181,128,14
260410,gm. Miedziana Góra,6939,9145,9145,0,2563,4375,4375,0,1,11,0,0,0,0,0,0,0,4376,0,0,4376,40,19,21,0,4336,1405,27,10,,2406,,141,173,151,23
260411,gm. Mniów,5694,7501,7500,1,2356,3338,3337,1,3,3,0,0,0,0,0,0,0,3338,0,0,3338,42,24,18,0,3296,497,3,3,,2575,,51,93,63,11
260412,gm. Morawica,10407,13481,13481,0,4267,6141,6141,0,5,18,0,0,0,0,0,0,0,6140,0,0,6140,47,29,18,0,6093,1902,37,18,,3450,,213,253,194,26
260413,gm. Nowa Słupia,6060,7948,7944,4,2986,3074,3074,0,7,18,0,0,0,0,0,0,0,3074,0,0,3074,38,31,7,0,3036,633,12,7,,2161,,54,85,73,11
260414,gm. Piekoszów,10089,13164,13163,1,4375,5714,5713,1,4,20,0,0,0,0,0,0,0,5714,0,0,5714,57,33,24,0,5657,1155,30,9,,3894,,129,232,180,28
260415,gm. Pierzchnica,3153,3993,3993,0,1445,1708,1708,0,2,13,0,0,0,0,0,0,0,1708,0,0,1708,26,16,10,0,1682,308,9,6,,1212,,34,44,67,2
260416,gm. Raków,3570,4696,4696,0,1657,1913,1913,0,0,39,0,0,0,0,0,0,0,1913,0,0,1913,30,23,7,0,1883,384,6,6,,1350,,42,44,45,6
260417,gm. Sitkówka-Nowiny,4528,6017,6017,0,1622,2906,2906,0,2,4,0,0,0,0,0,0,0,2906,0,0,2906,21,16,5,0,2885,1043,13,10,,1475,,109,132,85,18
260418,gm. Strawczyn,6416,8471,8471,0,2422,3994,3994,0,1,5,0,0,0,0,0,0,0,3994,0,0,3994,29,13,16,0,3965,676,13,4,,2899,,58,167,133,15
260419,gm. Zagnańsk,8050,10579,10578,1,3017,5033,5032,1,11,12,0,0,0,0,0,0,0,5033,0,0,5033,46,27,19,0,4987,1418,29,8,,2911,,206,219,169,27
260501,gm. Fałków,2841,3743,3742,1,1356,1485,1485,0,0,12,0,0,0,0,0,0,0,1485,0,0,1485,23,16,7,0,1462,232,13,2,,1124,,38,30,20,3
260502,gm. Gowarczów,2951,3857,3857,0,1371,1580,1580,0,5,10,0,0,0,0,0,0,0,1580,0,0,1580,19,13,6,0,1561,274,6,2,,1132,,58,43,37,9
260503,gm. Końskie,22437,29330,29329,1,8979,13458,13457,1,10,61,0,0,0,0,0,0,0,13458,0,0,13458,139,98,41,0,13319,4290,78,25,,7585,,452,439,376,74
260504,gm. Radoszyce,5621,7383,7383,0,2573,3048,3048,0,4,17,0,0,0,0,0,0,0,3048,0,0,3048,46,37,9,0,3002,533,10,4,,2237,,44,104,65,5
260505,gm. Ruda Maleniecka,2001,2633,2633,0,738,1263,1263,0,4,20,0,0,0,0,0,0,0,1263,0,0,1263,14,9,5,0,1249,301,4,1,,864,,21,37,16,5
260506,Słupia Konecka,2089,2736,2736,0,941,1148,1148,0,3,15,0,0,0,0,0,0,0,1148,0,0,1148,21,14,7,0,1127,216,7,7,,834,,19,13,27,4
260507,gm. Smyków,2324,3058,3058,0,986,1338,1338,0,1,5,0,0,0,0,0,0,0,1338,0,0,1338,14,9,5,0,1324,213,7,2,,1004,,28,49,19,2
260508,gm. Stąporków,10924,14309,14309,0,5384,5540,5540,0,16,45,0,0,0,0,0,0,0,5540,0,0,5540,73,52,21,0,5467,1604,72,17,,3209,,147,176,216,26
260601,gm. Baćkowice,3044,4015,4015,0,1310,1734,1734,0,0,11,0,0,0,0,0,0,0,1734,0,0,1734,30,18,12,0,1704,218,3,2,,1345,,29,54,49,4
260602,gm. Iwaniska,4161,5472,5471,1,1918,2242,2242,0,8,15,0,0,0,0,0,0,0,2240,0,0,2240,38,24,14,0,2202,370,11,9,,1670,,28,61,48,5
260603,gm. Lipnik,3371,4458,4458,0,1804,1567,1567,0,0,8,2,2,0,0,0,0,2,1569,2,0,1569,28,17,11,0,1541,262,4,7,,1126,,41,42,53,6
260604,gm. Opatów,7627,9783,9783,0,3421,4206,4206,0,6,18,0,0,0,0,0,0,0,4206,0,0,4206,57,31,26,0,4149,1055,35,16,,2596,,157,133,142,15
260605,gm. Ożarów,6803,8797,8797,0,3255,3548,3548,0,6,25,1,1,0,0,0,0,1,3549,1,0,3549,64,45,19,0,3485,1032,36,15,,2064,,110,105,102,21
260606,gm. Sadowie,2521,3333,3333,0,1132,1389,1389,0,1,10,0,0,0,0,0,0,0,1389,0,0,1389,10,6,4,0,1379,259,9,2,,985,,34,44,43,3
260607,gm. Tarłów,3401,4466,4466,0,1713,1688,1688,0,0,7,0,0,0,0,0,0,0,1688,0,0,1688,36,21,15,0,1652,259,15,6,,1218,,34,58,48,14
260608,gm. Wojciechowice,2590,3369,3369,0,1256,1334,1334,0,0,2,0,0,0,0,0,0,0,1334,0,0,1334,25,14,11,0,1309,368,12,3,,810,,39,31,41,5
260701,m. Ostrowiec Świętokrzyski,43259,55530,55530,0,19847,23412,23412,0,29,82,0,0,0,0,0,0,0,23407,0,0,23407,171,106,65,0,23236,9237,191,76,,10930,,1139,883,686,94
260702,gm. Bałtów,2319,3026,3026,0,1179,1141,1141,0,3,19,0,0,0,0,0,0,0,1141,0,0,1141,17,9,8,0,1124,318,9,4,,682,,22,47,38,4
260703,gm. Bodzechów,8320,11075,11075,0,3864,4456,4456,0,4,18,0,0,0,0,0,0,0,4456,0,0,4456,70,46,24,0,4386,1370,34,16,,2408,,178,211,147,22
260704,gm. Ćmielów,4586,6035,6034,1,2521,2065,2064,1,4,4,0,0,0,0,0,0,0,2065,0,0,2065,26,17,9,0,2039,602,30,6,,1176,,53,91,78,3
260705,gm. Kunów,6159,8087,8087,0,2999,3160,3160,0,3,10,0,0,0,0,0,0,0,3160,0,0,3160,51,39,12,0,3109,778,29,11,,1905,,134,106,132,14
260706,gm. Waśniów,4190,5498,5498,0,2138,2052,2052,0,2,3,0,0,0,0,0,0,0,2052,0,0,2052,19,13,6,0,2033,328,7,3,,1549,,30,59,51,6
260801,gm. Działoszyce,3220,4255,4255,0,1639,1581,1581,0,4,28,1,1,0,0,0,0,1,1582,1,0,1582,17,13,4,0,1565,429,13,3,,1022,,28,38,29,3
260802,gm. Kije,2827,3713,3713,0,1211,1616,1616,0,0,16,0,0,0,0,0,0,0,1616,0,0,1616,11,9,2,0,1605,325,10,2,,1095,,42,68,55,8
260803,gm. Michałów,2890,3829,3829,0,1289,1601,1601,0,1,21,0,0,0,0,0,0,0,1601,0,0,1601,16,15,1,0,1585,405,9,2,,1063,,33,32,39,2
260804,gm. Pińczów,13994,18055,18055,0,6721,7273,7273,0,14,36,0,0,0,0,0,0,0,7272,0,3,7269,78,52,26,0,7191,2322,58,23,,4059,,205,272,224,28
260805,gm. Złota,2900,3809,3809,0,1483,1417,1417,0,6,4,0,0,0,0,0,0,0,1416,0,0,1416,17,12,5,0,1399,412,4,3,,907,,24,25,19,5
260901,m. Sandomierz,15127,19739,19738,1,6452,8675,8674,1,4,152,3,3,0,0,0,0,3,8677,3,0,8677,55,29,26,0,8622,3556,66,39,,3768,,527,336,290,40
260902,gm. Dwikozy,5540,7250,7250,0,2853,2687,2687,0,1,17,0,0,0,0,0,0,0,2687,0,0,2687,25,14,11,0,2662,894,16,1,,1488,,89,81,81,12
